,Unnamed: 0,power,base,Should Run,QPDS
0,0,2,2,False,0.0
0,0,2,3,False,0.0
0,0,2,4,False,0.0
0,0,2,5,True,97.99528448298646
0,0,2,6,True,97.16558342169836
0,0,2,7,False,0.0
0,0,2,8,False,0.0
0,0,2,9,False,0.0
0,0,2,10,False,0.0
0,0,2,11,False,0.0
0,0,2,12,False,0.0
0,0,2,13,True,87.83247005517654
0,0,2,14,True,85.41513279217855
0,0,2,15,False,0.0
0,0,2,16,False,0.0
0,0,2,17,True,85.90834844410459
0,0,2,18,True,88.81438332991227
0,0,2,19,True,87.06457316065482
0,0,2,20,True,98.4123869927793
0,0,2,21,True,98.34428930806702
0,0,2,22,False,0.0
0,0,2,23,False,0.0
0,0,2,24,True,98.9261242775291
0,0,2,25,False,0.0
0,0,2,26,False,0.0
0,0,2,27,False,0.0
0,0,2,28,False,0.0
0,0,2,29,False,0.0
0,0,2,30,True,99.89063462523798
0,0,2,31,False,0.0
0,0,2,32,False,0.0
0,0,2,33,False,0.0
0,0,2,34,False,0.0
0,0,2,35,False,0.0
0,0,2,36,False,0.0
0,0,2,37,False,0.0
0,0,2,38,False,0.0
0,0,2,39,False,0.0
0,0,2,40,False,0.0
0,0,2,41,False,0.0
0,0,2,42,False,0.0
0,0,2,43,False,0.0
0,0,2,44,False,0.0
0,0,2,45,False,0.0
0,0,2,46,False,0.0
0,0,2,47,False,0.0
0,0,2,48,False,0.0
0,0,2,49,False,0.0
0,0,2,50,False,0.0
0,0,3,2,False,0.0
0,0,3,3,False,0.0
0,0,3,4,False,0.0
0,0,3,5,True,99.0785436090228
0,0,3,6,False,0.0
0,0,3,7,False,0.0
0,0,3,8,False,0.0
0,0,3,9,True,87.77332556636776
0,0,3,10,True,89.1264247957412
0,0,3,11,True,88.60726761608275
0,0,3,12,True,89.79025986722759
0,0,3,13,False,0.0
0,0,3,14,True,88.11492782379719
0,0,3,15,True,99.6436504162112
0,0,3,16,False,0.0
0,0,3,17,True,95.28142482681888
0,0,3,18,True,93.60332896231964
0,0,3,19,False,0.0
0,0,3,20,False,0.0
0,0,3,21,False,0.0
0,0,3,22,False,0.0
0,0,3,23,False,0.0
0,0,3,24,False,0.0
0,0,3,25,False,0.0
0,0,3,26,False,0.0
0,0,3,27,False,0.0
0,0,3,28,False,0.0
0,0,3,29,False,0.0
0,0,3,30,False,0.0
0,0,3,31,False,0.0
0,0,3,32,False,0.0
0,0,3,33,False,0.0
0,0,3,34,False,0.0
0,0,3,35,False,0.0
0,0,3,36,False,0.0
0,0,3,37,False,0.0
0,0,3,38,False,0.0
0,0,3,39,False,0.0
0,0,3,40,False,0.0
0,0,3,41,False,0.0
0,0,3,42,False,0.0
0,0,3,43,False,0.0
0,0,3,44,False,0.0
0,0,3,45,False,0.0
0,0,3,46,False,0.0
0,0,3,47,True,85.16732871086099
0,0,3,48,False,0.0
0,0,3,49,False,0.0
0,0,3,50,False,0.0
